Accession;Taxid;Species;Order;Status
GCA_018248335.1;2201563;Hesperopsisalpheus;Lepidoptera;0
GCA_018248915.1;2201562;Hesperiameskei;Lepidoptera;0
GCA_018248555.1;2201560;Heliopetes sublinea;Lepidoptera;0
GCA_018248575.1;2201556;Heliopetes ericetorum;Lepidoptera;0
GCA_018250675.1;2201499;Astraptes naxos;Lepidoptera;0
GCA_018248635.1;2201501;Aurina dida;Lepidoptera;0
GCA_018251715.1;2201506;Autochton pseudocellus;Lepidoptera;0
GCA_018249055.1;2201526;Codatractus cyledis;Lepidoptera;0
GCA_018249295.1;2201507;Autochton reflexus;Lepidoptera;0
GCA_018247315.1;2201513;Bibasisiluska;Lepidoptera;0
GCA_018250355.1;2201514;Bolla brennus;Lepidoptera;0
GCA_018249435.1;2201518;Butleriaflavomaculatus;Lepidoptera;0
GCA_018250135.1;2201598;Pseudodrephalys atinas;Lepidoptera;0
GCA_018250535.1;2201519;Caltorissirius;Lepidoptera;0
GCA_018248315.1;2201523;Chioides albofasciatus;Lepidoptera;0
GCA_018248395.1;2201524;Chioides vintra;Lepidoptera;0
GCA_022318345.1;2233703;Urbanus tucuti;Lepidoptera;0
GCA_018250195.1;2233717;Cecropterus albociliatus;Lepidoptera;0
GCA_018250855.1;1908738;Odontoptilum angulatum;Lepidoptera;0
GCA_018231985.1;1873863;Spialia ali;Lepidoptera;0
GCA_018250955.1;2201709;Emmelus purpurascens;Lepidoptera;0
GCA_018248615.1;2201629;Erynnisbrizo;Lepidoptera;0
GCA_018249475.1;2201489;Alera haworthiana;Lepidoptera;0
GCA_018248955.1;2201488;Aguna camagura;Lepidoptera;0
GCA_018248935.1;2201487;Aeromachusstigmata;Lepidoptera;0
GCA_018904225.1;1870885;Lordiphosa mommai;Diptera;0
GCA_018150695.1;1870888;Drosophila oshimai;Diptera;0
GCA_014622435.1;1871131;Polypedilum pembai;Diptera;0
GCA_018232025.1;1873864;Ernsta colotes;Lepidoptera;0
GCA_018248815.1;2201705;Croniadespieria;Lepidoptera;0
GCA_018230785.1;1873865;Ernsta dromus;Lepidoptera;0
GCA_018231125.1;1873867;Spialia spio;Lepidoptera;0
GCA_009936525.1;1882922;Taenaris catops;Lepidoptera;0
GCA_018251495.1;1908708;Autochton cellus;Lepidoptera;0
GCA_018251655.1;1908709;Cabirus procas;Lepidoptera;0
GCA_018231265.1;1908717;Noctuana haematospila;Lepidoptera;0
GCA_018249235.1;2201707;Cupitha purreea;Lepidoptera;0
GCA_018251395.1;2201702;Choranthus vitellius;Lepidoptera;0
GCA_018247815.1;2233718;Cecropterus athesis;Lepidoptera;0
GCA_018249945.1;2201614;Viola violella;Lepidoptera;0
GCA_018251575.1;2233719;Cecropterus bathyllus;Lepidoptera;0
GCA_018248855.1;2201723;Wahydra kenava;Lepidoptera;0
GCA_018248215.1;2201717;Pseudosarbia flavofasciata;Lepidoptera;0
GCA_018249215.1;2201715;Notamblyscirtes simius;Lepidoptera;0
GCA_018250575.1;2201607;Taractroceramaevius;Lepidoptera;0
GCA_018249015.1;2201609;Eantis tosta;Lepidoptera;0
GCA_018251995.1;2201613;Urbanus velinus;Lepidoptera;0
GCA_022318225.1;2201616;Zestusa dorus;Lepidoptera;0
GCA_018251915.1;2201639;Urbanusproteus;Lepidoptera;0
GCA_018247755.1;2201619;Arteurotiatractipennis;Lepidoptera;0
GCA_018251455.1;2201620;Astictopterusjama;Lepidoptera;0
GCA_018249035.1;2201621;Atrytonopsishianna;Lepidoptera;0
GCA_018249195.1;2201601;Racta chiria;Lepidoptera;0
GCA_014595695.2;2201626;Epargyreusclarus;Lepidoptera;0
GCA_018249935.1;2201630;Euschemonrafflesia;Lepidoptera;0
GCA_018249115.1;2201634;Loboclaliliana;Lepidoptera;0
GCA_018251415.1;2201638;Thymelicuslineola;Lepidoptera;0
GCA_018245615.1;2585884;Mimoniades ocyalus;Lepidoptera;0
GCA_018246945.1;2585886;Mimoniadespionia;Lepidoptera;0
GCA_018245635.1;2585888;Mimoniadesversicolor;Lepidoptera;0
GCA_018247635.1;2572206;Eurytidesdolicaon;Lepidoptera;0
GCA_910591585.2;2495127;Nysson spinosus;Hymenoptera;0
GCA_933228935.1;2495172;Pemphredon lugubris;Hymenoptera;0
GCA_002930495.1;2558925;Cecropterus lyciades;Lepidoptera;0
GCA_905147135.1;2561016;Blastobasis lacticolella;Lepidoptera;0
GCA_014737535.1;2562068;Bombus cullumanus;Hymenoptera;0
GCA_018247595.1;2572207;Losarianeptunus;Lepidoptera;0
GCA_018250035.1;2234127;Myriniacf.;Lepidoptera;0
GCA_018247835.1;2572208;Meandrusasciron;Lepidoptera;0
GCA_018247575.1;2572209;Mimoideslysithous;Lepidoptera;0
GCA_018246315.1;2572211;Papilio antimachus;Lepidoptera;0
GCA_018246215.1;2572212;Parnassiusimperator;Lepidoptera;0
GCA_018248075.1;2572213;Protesilausprotesilaus;Lepidoptera;0
GCA_018247955.1;2572215;Protographiummarcellus;Lepidoptera;0
GCA_018246435.1;2572216;Troidesrhadamantus;Lepidoptera;0
GCA_022318325.1;2233765;Telegonus chalco;Lepidoptera;0
GCA_018250055.1;2234126;Mimiacf.;Lepidoptera;0
GCA_018247695.1;2576678;Dryasiulia;Lepidoptera;0
GCA_018247115.1;2233749;Durocaduroca;Lepidoptera;0
GCA_943735895.1;2249760;Stelis phaeoptera;Hymenoptera;0
GCA_018248515.1;2234128;Telicotasp.;Lepidoptera;0
GCA_018250255.1;2233730;Cecropterus phalaecus;Lepidoptera;0
GCA_018249255.1;2233734;Cecropterus rinta;Lepidoptera;0
GCA_018247785.1;2233735;Cecropterus takuta;Lepidoptera;0
GCA_018249375.1;2233736;Cecropterus tehuacana;Lepidoptera;0
GCA_018249875.1;2233737;Cecropterus toxeus;Lepidoptera;0
GCA_018248995.1;2233751;Lobotractus cyda;Lepidoptera;0
GCA_945910015.1;2234001;Brachypalpus laphriformis;Diptera;0
GCA_018251335.1;2233753;Lobotractus valeriana;Lepidoptera;0
GCA_917499265.3;2495085;Mimumesa dahlbomi;Hymenoptera;0
GCA_018251595.1;2233755;Salantoia eriopis;Lepidoptera;0
GCA_018248495.1;2233766;Telegonus hyster;Lepidoptera;0
GCA_018249895.1;2233769;Tiana niger;Lepidoptera;0
GCA_018249095.1;2233771;Zeutus zeutus;Lepidoptera;0
GCA_018249795.1;2576677;Heliconiustelesiphe;Lepidoptera;0
GCA_013421005.1;2576679;Heliconiuserato;Lepidoptera;0
GCA_018245335.1;2585871;Dalla quadristriga;Lepidoptera;0
GCA_015776835.1;37627;Aphidius ervi;Hymenoptera;0
GCA_905475405.1;411963;Schrankia costaestrigalis;Lepidoptera;0
GCA_018904035.1;428978;Zaprionus ornatus;Diptera;0
GCA_022817285.1;408266;Neuroscelio doddi;Hymenoptera;0
GCA_000671755.1;37001;Glossina brevipalpis;Diptera;0
GCA_917208135.1;37344;Athalia rosae;Hymenoptera;0
GCA_001077435.1;37546;Glossinamorsitans;Diptera;0
GCA_022398575.1;38041;Heliothis subflexa;Lepidoptera;0
GCA_014529535.1;38358;Bradysia coprophila;Diptera;0
GCA_003709505.1;39466;Hyphantria cunea;Lepidoptera;0
GCA_018246295.1;2572210;Papilioalexanor;Lepidoptera;0
GCA_018245815.1;2585844;Apyrrothrix aesculapus;Lepidoptera;0
GCA_018236885.1;2249967;Emesis cereus;Lepidoptera;0
GCA_910593685.1;2495015;Ectemnius lituratus;Hymenoptera;0
GCA_018245515.1;2585930;Pyrrhopyge guianae;Lepidoptera;0
GCA_018245295.1;2585890;Myscelus epimachia;Lepidoptera;0
GCA_018245955.1;2585891;Myscelus nobilis;Lepidoptera;0
GCA_018246815.1;2585892;Mysoria affinis;Lepidoptera;0
GCA_018239165.1;2585924;Pyrrhopygeaziza;Lepidoptera;0
GCA_018239245.1;2585925;Pyrrhopygeaziza;Lepidoptera;0
GCA_018245055.1;2585926;Pyrrhopyge creona;Lepidoptera;0
GCA_018245695.1;2585927;Pyrrhopyge cressoni;Lepidoptera;0
GCA_018247275.1;2585929;Pyrrhopygeevansi;Lepidoptera;0
GCA_018239505.1;2585931;Pyrrhopygehadassa;Lepidoptera;0
GCA_018249575.1;2585864;Croniadespieria;Lepidoptera;0
GCA_018245135.1;2585932;Pyrrhopyge haemon;Lepidoptera;0
GCA_018239265.1;2585922;Pyrrhopygeamythaon;Lepidoptera;0
GCA_018239605.1;2585933;Pyrrhopyge kelita;Lepidoptera;0
GCA_018239585.1;2585937;Pyrrhopygepapius;Lepidoptera;0
GCA_018246515.1;2585938;Pyrrhopyge pelota;Lepidoptera;0
GCA_018246615.1;2585940;Pyrrhopygephidias;Lepidoptera;0
GCA_018246655.1;2585941;Pyrrhopygephidias;Lepidoptera;0
GCA_018239125.1;2585943;Pyrrhopygeproculus;Lepidoptera;0
GCA_018246055.1;2585857;Celaenorrhinusficulnea;Lepidoptera;0
GCA_018246875.1;2585863;Creonpygecreon;Lepidoptera;0
GCA_008817895.1;2494418;Anopheles fontenillei;Diptera;0
GCA_018237525.1;2585853;Apyrrothrix sangaris;Lepidoptera;0
GCA_018245395.1;2585870;Dallaeburones;Lepidoptera;0
GCA_018247615.1;2585868;Dallacyprius;Lepidoptera;0
GCA_018245355.1;2585866;Dalla costala;Lepidoptera;0
GCA_018245115.1;2585848;Apyrrothrixchalybea;Lepidoptera;0
GCA_018237565.1;2585849;Apyrrothrix hoffmanni;Lepidoptera;0
GCA_018245845.1;2585850;Apyrrothrix hygieia;Lepidoptera;0
GCA_018237585.1;2585851;Apyrrothrix maculosa;Lepidoptera;0
GCA_018237545.1;2585852;Apyrrothrix mulleri;Lepidoptera;0
GCA_018247915.1;2585854;Butleria elwesi;Lepidoptera;0
GCA_018247015.1;2585862;Cornuphallus albafascia;Lepidoptera;0
GCA_018245275.1;2585855;Celaenorrhinus aurivittatus;Lepidoptera;0
GCA_018244895.1;2585889;Myscelusamystis;Lepidoptera;0
GCA_018245215.1;2585856;Celaenorrhinuscf.;Lepidoptera;0
GCA_018245075.1;2585858;Celaenorrhinus patula;Lepidoptera;0
GCA_018249595.1;2585859;Chaetocnemecritomedia;Lepidoptera;0
GCA_018247475.1;2585860;Chamunda chamunda;Lepidoptera;0
GCA_018247095.1;2585861;Coeliadesramanatek;Lepidoptera;0
GCA_018246695.1;2585944;Pyrrhopygeproculus;Lepidoptera;0
GCA_018245235.1;2585945;Pyrrhopyge sadia;Lepidoptera;0
GCA_018245915.1;2585946;Pyrrhopyge schausi;Lepidoptera;0
GCA_022817005.1;2447845;Sparasion cullaris;Hymenoptera;0
GCA_018239305.1;2585906;Oxynetra semihyalina;Lepidoptera;0
GCA_018239065.1;2585845;Apyrrothrixaraxes;Lepidoptera;0
GCA_018249855.1;2576681;Eueidestales;Lepidoptera;0
GCA_018249755.1;2293256;Laparusdoris;Lepidoptera;0
GCA_010014905.2;2302820;Druon quercuslanigerum;Hymenoptera;0
Trissolcus brochymenae;2382140;Trissolcus brochymenae;Hymenoptera;0
GCA_022817245.1;2447844;Nixonia krombeini;Hymenoptera;0
GCA_022817105.1;2447847;Pseudanteris insignis;Hymenoptera;0
GCA_018239385.1;2585934;Pyrrhopyge melanomerus;Lepidoptera;0
GCA_003710045.2;2448451;Nomia melanderi;Hymenoptera;0
GCA_022817325.1;2448658;Idrissp.;Hymenoptera;0
GCA_022575985.1;2479706;Anagrus nilaparvatae;Hymenoptera;0
GCA_018245455.1;2485974;Apostictopterus fuliginosus;Lepidoptera;0
GCA_018247395.1;2485976;Barca bicolor;Lepidoptera;0
GCA_916610215.1;2492375;Omphaloscelis lunosa;Lepidoptera;0
GCA_004026295.1;2492661;Dipterasp.;Diptera;0
GCA_018245715.1;2585917;Passovapassova;Lepidoptera;0
GCA_018245655.1;2585915;Passova nigrocephala;Lepidoptera;0
GCA_018244715.1;2585914;Passovaganymedes;Lepidoptera;0
GCA_018244815.1;2585912;Parelbella polyzona;Lepidoptera;0
GCA_018239105.1;2585846;Apyrrothrix arizonae;Lepidoptera;0
GCA_018219835.1;2585921;Pyrrhopygeamythaon;Lepidoptera;0
GCA_018245375.1;2585918;Pirunaaea;Lepidoptera;0
GCA_018247255.1;2585894;Mysoriabarcastus;Lepidoptera;0
GCA_018246855.1;2585895;Mysoria catomelaena;Lepidoptera;0
GCA_018245095.1;2585896;Mysoria galgala;Lepidoptera;0
GCA_018245835.1;2585898;Mysoriasejanus;Lepidoptera;0
GCA_018247215.1;2585900;Mysoriaxanthippe;Lepidoptera;0
GCA_018239405.1;2585901;Oxynetra confusa;Lepidoptera;0
GCA_018244775.1;2585903;Oxynetraroscius;Lepidoptera;0
GCA_018239325.1;2585904;Oxynetraroscius;Lepidoptera;0
GCA_018247055.1;2585919;Pseudocoladenia festa;Lepidoptera;0
GCA_018246555.1;2585905;Oxynetraroscius;Lepidoptera;0
GCA_018245155.1;2585907;Oxynetra stangelandi;Lepidoptera;0
GCA_018244795.1;2585909;Parelbellaahira;Lepidoptera;0
GCA_018246775.1;2585911;Parelbellamachaon;Lepidoptera;0
GCA_018250475.1;2201590;Pholisora mejicanus;Lepidoptera;0
GCA_018251015.1;2201589;Phocidespigmalion;Lepidoptera;0
GCA_018249415.1;2201588;Phareas burnsi;Lepidoptera;0
GCA_018244835.1;2586022;Nosphistia zonara;Lepidoptera;0
GCA_018245675.1;2585977;Agara michaeli;Lepidoptera;0
GCA_018249555.1;2585983;Ardaris aerata;Lepidoptera;0
GCA_018246835.1;2585984;Ardaris eximia;Lepidoptera;0
GCA_018244935.1;2585985;Ardaris minthe;Lepidoptera;0
GCA_018244955.1;2585986;Ardaris pityusa;Lepidoptera;0
GCA_018247415.1;2585964;Yangunacometes;Lepidoptera;0
GCA_018246535.1;2586018;Microceris variicolor;Lepidoptera;0
GCA_018246575.1;2586020;Microcerisviriditas;Lepidoptera;0
GCA_018236685.1;2614006;Emesis castigata;Lepidoptera;0
GCA_018237645.1;2585967;Yanguna thelersa;Lepidoptera;0
GCA_018236645.1;2614007;Emesis opaca;Lepidoptera;0
GCA_018237125.1;2614008;Emesis eurydice;Lepidoptera;0
GCA_018237085.1;2614009;Emesis vulpina;Lepidoptera;0
GCA_018237145.1;2614010;Emesis heteroclita;Lepidoptera;0
GCA_018236345.1;2614012;Xanthosa xanthosa;Lepidoptera;0
GCA_018236385.1;2614013;Sertaniaguttata;Lepidoptera;0
GCA_018237445.1;2614005;Emesis condigna;Lepidoptera;0
GCA_018245935.1;2585974;Agarabelti;Lepidoptera;0
GCA_018239085.1;2585966;Yangunaspatiosa;Lepidoptera;0
GCA_018237345.1;2614016;Melanispixe;Lepidoptera;0
GCA_018244875.1;2585988;Ardarissela;Lepidoptera;0
GCA_018245555.1;2586011;Microcerismariae;Lepidoptera;0
GCA_018244855.1;2586012;Microceris merops;Lepidoptera;0
GCA_018245735.1;2586013;Microceris miodesmiata;Lepidoptera;0
GCA_018246795.1;2586015;Microcerispatrobas;Lepidoptera;0
GCA_018245595.1;2586016;Microceris scylla;Lepidoptera;0
GCA_018246895.1;2585994;Aspithaaspitha;Lepidoptera;0
GCA_018247295.1;2585992;Aspithaagenoria;Lepidoptera;0
GCA_018246975.1;2585989;Ardarissela;Lepidoptera;0
GCA_018239525.1;2585951;Pyrrhopygesergius;Lepidoptera;0
GCA_018239485.1;2585962;Tagiadesgana;Lepidoptera;0
GCA_018246915.1;2585952;Pyrrhopyge tatei;Lepidoptera;0
GCA_018245995.1;2585954;Pyrrhopygetelassa;Lepidoptera;0
GCA_018239185.1;2585956;Pyrrhopygethericles;Lepidoptera;0
GCA_018239225.1;2585957;Pyrrhopygethericles;Lepidoptera;0
GCA_018239205.1;2585958;Pyrrhopygethericles;Lepidoptera;0
GCA_018239285.1;2585959;Pyrrhopygethericles;Lepidoptera;0
GCA_018246035.1;2585960;Sarangesa brigida;Lepidoptera;0
GCA_018246475.1;2586017;Microceris theseus;Lepidoptera;0
GCA_018236665.1;2614014;Calephelis perditalis;Lepidoptera;0
GCA_018237365.1;2614019;Cariaino;Lepidoptera;0
GCA_016170035.1;2763070;Anophelesfunestus-like;Diptera;0
GCA_018233505.1;2691984;Junonia stemosa;Lepidoptera;0
GCA_018236225.1;2613997;Emesis tegula;Lepidoptera;0
GCA_018236285.1;2613998;Emesis lupina;Lepidoptera;0
GCA_018237005.1;2613999;Emesis poeas;Lepidoptera;0
GCA_018236265.1;2614000;Emesis progne;Lepidoptera;0
GCA_018236325.1;2614001;Emesis satema;Lepidoptera;0
GCA_018236165.1;2613991;Emesis angularis;Lepidoptera;0
GCA_018239445.1;2585950;Pyrrhopygesergius;Lepidoptera;0
GCA_943590905.1;2735243;Sphaerophoria taeniata;Diptera;0
GCA_018236205.1;2613994;Emesis tenedia;Lepidoptera;0
GCA_940306215.1;2738948;Microctonus brassicae;Hymenoptera;0
GCA_017163975.1;2740161;Anastatus disparis;Hymenoptera;0
GCA_939192795.1;2741128;Bombylius discolor;Diptera;0
GCA_018907135.1;2742992;Kradibia gibbosae;Hymenoptera;0
GCA_018907035.1;2751805;Sycobiasp.;Hymenoptera;0
GCA_018906775.1;2751806;Sycophilasp.;Hymenoptera;0
GCA_018236605.1;2613996;Emesis saturata;Lepidoptera;0
GCA_018236145.1;2613993;Emesis heterochroa;Lepidoptera;0
GCA_018252335.1;2614020;Stalachtis halloweeni;Lepidoptera;0
GCA_018236545.1;2614002;Emesis liodes;Lepidoptera;0
GCA_018237785.1;2614022;Befrostia lalannei;Lepidoptera;0
GCA_018237425.1;2614023;Befrostia elegia;Lepidoptera;0
GCA_018237245.1;2614633;Emesisheteroclita;Lepidoptera;0
GCA_018236025.1;2614634;Emesisfatimella;Lepidoptera;0
GCA_018236425.1;2614636;Emesistemesa;Lepidoptera;0
GCA_018236625.1;2614015;Lasaiasula;Lepidoptera;0
GCA_018237105.1;2614004;Emesis fastidiosa;Lepidoptera;0
GCA_018246735.1;2586025;Protelbellaalburna;Lepidoptera;0
GCA_018237045.1;2613989;Emesis furor;Lepidoptera;0
GCA_018245795.1;2586026;Protelbella ruficauda;Lepidoptera;0
GCA_018237605.1;2586027;Apyrrothrix(Melanopyge);Lepidoptera;0
GCA_018236005.1;2613972;Apodemia ares;Lepidoptera;0
GCA_018236945.1;2613974;Apodemia arnacis;Lepidoptera;0
GCA_018236245.1;2613983;Emesisbrimo;Lepidoptera;0
GCA_018236125.1;2613986;Emesis orichalceus;Lepidoptera;0
GCA_018236905.1;2613987;Emesis aerigera;Lepidoptera;0
GCA_018236565.1;2614003;Emesis glaucescens;Lepidoptera;0
GCA_018246495.1;2586009;Microceris iphinous;Lepidoptera;0
GCA_018245535.1;2586008;Microceris etna;Lepidoptera;0
GCA_018246455.1;2586007;Microceris adonis;Lepidoptera;0
GCA_020740445.1;2676314;Culicoides tainanus;Diptera;0
GCA_018235045.1;2691982;Junonianeildi;Lepidoptera;0
GCA_018252295.1;2691983;Junonia pacoma;Lepidoptera;0
GCA_018247535.1;2586005;Hewitsoniella migonitis;Lepidoptera;0
GCA_018234005.1;2691556;Junoniaevarete;Lepidoptera;0
GCA_917880925.1;2663927;Criorhina berberina;Diptera;0
GCA_011057455.1;2665449;Ganaspissp.;Hymenoptera;0
GCA_018247195.1;2585995;Aspithaaspitha;Lepidoptera;0
GCA_018244915.1;2585996;Aspitha bassleri;Lepidoptera;0
GCA_018245255.1;2585998;Azonax typhaon;Lepidoptera;0
GCA_018246935.1;2586000;Granila paseas;Lepidoptera;0
GCA_018249615.1;2586002;Gunayan rhacia;Lepidoptera;0
GCA_018247335.1;2586003;Gunayan rubricollis;Lepidoptera;0
GCA_019049465.1;2752932;Dryasiulia;Lepidoptera;0
GCA_018152295.1;2789720;Drosophila carrolli;Diptera;0
GCA_018247135.1;2201587;Paramimus stigma;Lepidoptera;0
GCA_018906735.1;2726097;Mesochorussp.;Hymenoptera;0
GCA_018230845.1;2705508;Muschampia leuzeae;Lepidoptera;0
GCA_018232005.1;2705510;Muschampia mohammed;Lepidoptera;0
GCA_018232445.1;2705511;Muschampia musta;Lepidoptera;0
GCA_025505425.1;2696334;Graphium colonna;Lepidoptera;0
GCA_018231845.1;2705565;Ernsta secessus;Lepidoptera;0
GCA_018230985.1;2705566;Spialia struvei;Lepidoptera;0
GCA_018231905.1;2705567;Ernsta wrefordi;Lepidoptera;0
GCA_018906915.1;2726096;Phanerotomasp.;Hymenoptera;0
GCA_018881525.1;2726100;Meteorussp.;Hymenoptera;0
GCA_018232325.1;2705506;Muschampia gigas;Lepidoptera;0
GCA_022817785.1;2729014;Amitussp.;Hymenoptera;0
GCA_022817765.1;2729016;Aneurosceliosp.;Hymenoptera;0
GCA_022817685.1;2729017;Aradophagussp.;Hymenoptera;0
GCA_022817725.1;2729018;Archaeoteleiasp.;Hymenoptera;0
GCA_022817665.1;2729019;Axeasp.;Hymenoptera;0
GCA_018902275.1;2726095;Aleiodessp.;Hymenoptera;0
GCA_022817705.1;2729020;Baryconussp.;Hymenoptera;0
GCA_022817605.1;2729022;Caloteleasp.;Hymenoptera;0
GCA_018231085.1;2705507;Muschampia kuenlunus;Lepidoptera;0
GCA_018232125.1;2705505;Muschampia antonia;Lepidoptera;0
GCA_022817545.1;2729024;Cremastobaeussp.;Hymenoptera;0
GCA_018231185.1;2705559;Spialia mafa;Lepidoptera;0
GCA_018230825.1;2705560;Ernsta nanus;Lepidoptera;0
GCA_018231285.1;2705563;Spialia osthelderi;Lepidoptera;0
GCA_018232485.1;2705515;Muschampia poggei;Lepidoptera;0
GCA_018230725.1;2705514;Muschampia plurimacula;Lepidoptera;0
GCA_018232365.1;2705513;Muschampia nomas;Lepidoptera;0
GCA_018230965.1;2705512;Muschampia nobilis;Lepidoptera;0
GCA_018231045.1;2705493;Favria cribrellum;Lepidoptera;0
GCA_018230805.1;2705564;Ernsta ploetzi;Lepidoptera;0
GCA_011952275.1;2705178;Bombusvancouverensis;Hymenoptera;0
GCA_022817565.1;2729023;Chromoteleiasp.;Hymenoptera;0
GCA_022817525.1;2729025;Dichoteleassp.;Hymenoptera;0
GCA_018903765.1;2789722;Drosophilaaff.;Diptera;0
GCA_018247555.1;2201569;Jera tricuspidata;Lepidoptera;0
GCA_018251955.1;2723815;Telegonus azul;Lepidoptera;0
GCA_944738645.1;2725509;Eristalinus sepulchralis;Diptera;0
GCA_018230645.1;2715862;Spialia lugens;Lepidoptera;0
GCA_018237625.1;2585949;Pyrrhopygesergius;Lepidoptera;0
GCA_018239425.1;2585948;Pyrrhopygesergius;Lepidoptera;0
GCA_018250315.1;2201566;Hyalothyrusneleus;Lepidoptera;0
GCA_932526605.1;2719080;Nephrotoma flavescens;Diptera;0
GCA_018249075.1;2201570;Lobocla nepos;Lepidoptera;0
GCA_018251075.1;2201573;Metardariscosinga;Lepidoptera;0
GCA_018251315.1;2201577;Nastra julia;Lepidoptera;0
GCA_018250655.1;2201578;Nerula fibrena;Lepidoptera;0
GCA_018251275.1;2201579;Niconiades incomptus;Lepidoptera;0
GCA_018250595.1;2201580;Notocrypta feisthamelii;Lepidoptera;0
GCA_018250615.1;2201582;Oechydruschersis;Lepidoptera;0
GCA_018248295.1;2201585;Oileides vulpinus;Lepidoptera;0
GCA_018231385.1;2715865;Muschampia lutulenta;Lepidoptera;0
GCA_022817505.1;2729026;Dicrosceliosp.;Hymenoptera;0
GCA_018230665.1;2705571;Muschampia baetica;Lepidoptera;0
GCA_022817485.1;2729027;Elgoniasp.;Hymenoptera;0
GCA_022817465.1;2729028;Embidobiasp.;Hymenoptera;0
GCA_022817425.1;2729029;Gryonsp.;Hymenoptera;0
GCA_022817625.1;2729021;Callisceliosp.;Hymenoptera;0
GCA_018906895.1;2726094;Odontocolonsp.;Hymenoptera;0
GCA_018902145.1;2726092;Anoncussp.;Hymenoptera;0
GCA_022318145.1;2705569;Ernsta bifida;Lepidoptera;0
GCA_018231105.1;2705572;Muschampia floccifera;Lepidoptera;0
GCA_018230705.1;2715864;Spialia ferax;Lepidoptera;0
GCA_018231885.1;2705573;Muschampia lavatherae;Lepidoptera;0
GCA_018231065.1;2705574;Muschampia orientalis;Lepidoptera;0
GCA_018230745.1;2705575;Muschampia stauderi;Lepidoptera;0
GCA_930367185.1;2714349;Myathropa florea;Diptera;0
GCA_018812205.1;2726093;Adelognathussp.;Hymenoptera;0
GCA_017607545.1;2715315;Acromyrmex charruanus;Hymenoptera;0
GCA_018231825.1;2715863;Spialia carnea;Lepidoptera;0
GCA_018231025.1;2705558;Agyllia kituina;Lepidoptera;0
GCA_018231945.1;2705557;Spialia geron;Lepidoptera;0
GCA_018252235.1;2705556;Spialia galba;Lepidoptera;0
GCA_946815625.1;2866289;Netelia dilatata;Hymenoptera;0
GCA_022816965.1;2729052;Tanaodytessp.;Hymenoptera;0
GCA_022816905.1;2729054;Trimorussp.;Hymenoptera;0
GCA_022816885.1;2729055;Trissosceliosp.;Hymenoptera;0
GCA_022816945.1;2729057;Triteleiasp.;Hymenoptera;0
GCA_022817065.1;2729047;Probaryconussp.;Hymenoptera;0
GCA_022817385.1;2729034;Macroteleiasp.;Hymenoptera;0
GCA_902806615.1;2795564;Maniola hyperantus;Lepidoptera;0
GCA_018251855.1;2795567;Megathymus violae;Lepidoptera;0
GCA_018245415.1;2866484;Ctenoptilum multiguttatum;Lepidoptera;0
GCA_022816985.1;2729050;Sceliosp.;Hymenoptera;0
GCA_947086405.1;2870497;Esperia sulphurella;Lepidoptera;0
GCA_018150735.1;2872179;Drosophilasp.;Diptera;0
GCA_021155785.1;2872261;Neodiprion fabricii;Hymenoptera;0
GCA_018232065.1;2943075;Junoniazonalis;Lepidoptera;0
GCA_022817025.1;2729051;Sceliomorphasp.;Hymenoptera;0
GCA_022817045.1;2729049;Psixsp.;Hymenoptera;0
GCA_018231965.1;2705553;Spialia doris;Lepidoptera;0
GCA_022817365.1;2729035;Mallateleiasp.;Hymenoptera;0
GCA_018905855.1;2793621;Drosophila anomelani;Diptera;0
GCA_933228815.1;2794001;Machimus atricapillus;Diptera;0
GCA_018250715.1;2795503;Telegonusanausis;Lepidoptera;0
GCA_022817585.1;2729063;Scelioninaegen.;Hymenoptera;0
GCA_022817745.1;2729062;Scelioninaegen.;Hymenoptera;0
GCA_022817645.1;2729061;Ceratoteleas bidentatus;Hymenoptera;0
GCA_022816865.1;2729059;Zelostemmasp.;Hymenoptera;0
GCA_022817265.1;2729036;Masnerellasp.;Hymenoptera;0
GCA_022817085.1;2729048;Psilanterissp.;Hymenoptera;0
GCA_022817345.1;2729037;Neosceliosp.;Hymenoptera;0
GCA_022817225.1;2729038;Nyletasp.;Hymenoptera;0
GCA_022817185.1;2729039;Oxysceliosp.;Hymenoptera;0
GCA_022817205.1;2729040;Oxyteleiasp.;Hymenoptera;0
GCA_022817145.1;2729042;Palpoteleiasp.;Hymenoptera;0
GCA_022817165.1;2729044;Phoenoteleiasp.;Hymenoptera;0
GCA_022817125.1;2729046;Platysceliosp.;Hymenoptera;0
GCA_018231805.1;2705516;Muschampia prometheus;Lepidoptera;0
GCA_023347075.1;2827493;Chironomidae sp.;Diptera;0
GCA_943737955.1;2829445;Myopa tessellatipennis;Diptera;0
GCA_018250175.1;2839523;Alychna victa;Lepidoptera;0
GCA_010883055.1;2817044;Belonocnema kinseyi;Hymenoptera;0
GCA_022817305.1;2729033;Leptoteleiasp.;Hymenoptera;0
GCA_022817405.1;2729032;Heptasceliosp.;Hymenoptera;0
GCA_022817445.1;2729031;Habroteleiasp.;Hymenoptera;0
GCA_018230885.1;2705517;Muschampia proteides;Lepidoptera;0
GCA_018231925.1;2705518;Muschampia proteus;Lepidoptera;0
GCA_022342965.1;2705519;Muschampia staudingeri;Lepidoptera;0
GCA_018231165.1;2705520;Muschampia tersa;Lepidoptera;0
